"","monthf","monthweek","weekday","year","city_state","no_topic","topic","topic_prop"
"168","Jan.",5,"Thursday",2015,"Philadelphia, PA",370,106,0.222689075630252
"169","Jan.",5,"Thursday",2016,"Boston, MA",67,15,0.182926829268293
"170","Jan.",5,"Thursday",2016,"New York, NY",307,54,0.149584487534626
"171","Jan.",5,"Thursday",2016,"Philadelphia, PA",737,132,0.151898734177215
"172","Jan.",5,"Thursday",2017,"Philadelphia, PA",556,82,0.128526645768025
"173","Jan.",5,"Tuesday",2015,"Philadelphia, PA",234,49,0.173144876325088
"174","Jan.",5,"Tuesday",2016,"Boston, MA",127,30,0.191082802547771
"175","Jan.",5,"Tuesday",2016,"New York, NY",275,81,0.22752808988764
"176","Jan.",5,"Tuesday",2016,"Philadelphia, PA",454,142,0.238255033557047
"177","Jan.",5,"Tuesday",2017,"Philadelphia, PA",582,161,0.216689098250336
"178","Jan.",5,"Tuesday",2018,"Philadelphia, PA",252,16,0.0597014925373134
"179","Jan.",5,"Wednesday",2015,"Philadelphia, PA",239,91,0.275757575757576
"180","Jan.",5,"Wednesday",2016,"Boston, MA",79,27,0.254716981132075
"181","Jan.",5,"Wednesday",2016,"New York, NY",350,80,0.186046511627907
"182","Jan.",5,"Wednesday",2016,"Philadelphia, PA",578,102,0.15
"183","Jan.",5,"Wednesday",2017,"Philadelphia, PA",680,108,0.137055837563452
"184","Jan.",5,"Wednesday",2018,"Philadelphia, PA",490,50,0.0925925925925926
"185","Jan.",6,"Monday",2017,"Philadelphia, PA",437,55,0.111788617886179
"186","Jan.",6,"Tuesday",2017,"Philadelphia, PA",487,152,0.237871674491393
"187","Feb.",1,"Friday",2016,"Boston, MA",96,20,0.172413793103448
"188","Feb.",1,"Friday",2016,"New York, NY",272,76,0.218390804597701
"189","Feb.",1,"Friday",2016,"Philadelphia, PA",359,85,0.191441441441441
"190","Feb.",1,"Friday",2017,"Philadelphia, PA",720,82,0.102244389027431
"191","Feb.",1,"Friday",2018,"Philadelphia, PA",300,13,0.0415335463258786
"192","Feb.",1,"Monday",2016,"Boston, MA",196,58,0.228346456692913
"193","Feb.",1,"Monday",2016,"New York, NY",116,26,0.183098591549296
"194","Feb.",1,"Monday",2016,"Philadelphia, PA",362,153,0.297087378640777
"195","Feb.",1,"Saturday",2016,"Boston, MA",172,71,0.292181069958848
"196","Feb.",1,"Saturday",2016,"New York, NY",85,26,0.234234234234234
"197","Feb.",1,"Saturday",2016,"Philadelphia, PA",317,64,0.167979002624672
"198","Feb.",1,"Saturday",2017,"Philadelphia, PA",358,42,0.105
"199","Feb.",1,"Saturday",2018,"Philadelphia, PA",164,1,0.00606060606060606
"200","Feb.",1,"Sunday",2015,"Philadelphia, PA",208,36,0.147540983606557
"201","Feb.",1,"Sunday",2016,"Boston, MA",58,18,0.236842105263158
"202","Feb.",1,"Sunday",2016,"New York, NY",122,19,0.134751773049645
"203","Feb.",1,"Sunday",2016,"Philadelphia, PA",295,69,0.18956043956044
"204","Feb.",1,"Sunday",2017,"Philadelphia, PA",501,43,0.0790441176470588
"205","Feb.",1,"Sunday",2018,"Philadelphia, PA",180,6,0.032258064516129
"206","Feb.",1,"Thursday",2016,"Boston, MA",152,43,0.220512820512821
"207","Feb.",1,"Thursday",2016,"New York, NY",290,20,0.0645161290322581
"208","Feb.",1,"Thursday",2016,"Philadelphia, PA",581,134,0.187412587412587
"209","Feb.",1,"Thursday",2017,"Philadelphia, PA",698,75,0.0970245795601552
"210","Feb.",1,"Thursday",2018,"Philadelphia, PA",478,38,0.0736434108527132
"211","Feb.",1,"Tuesday",2016,"Boston, MA",282,36,0.113207547169811
"212","Feb.",1,"Tuesday",2016,"New York, NY",283,43,0.131901840490798
"213","Feb.",1,"Tuesday",2016,"Philadelphia, PA",567,94,0.142208774583964
"214","Feb.",1,"Wednesday",2016,"Boston, MA",177,38,0.176744186046512
"215","Feb.",1,"Wednesday",2016,"New York, NY",242,19,0.0727969348659004
"216","Feb.",1,"Wednesday",2016,"Philadelphia, PA",423,66,0.134969325153374
"217","Feb.",1,"Wednesday",2017,"Philadelphia, PA",750,119,0.136939010356732
"218","Feb.",2,"Friday",2015,"Philadelphia, PA",236,60,0.202702702702703
"219","Feb.",2,"Friday",2016,"Boston, MA",389,177,0.312720848056537
"220","Feb.",2,"Friday",2016,"New York, NY",244,35,0.125448028673835
"221","Feb.",2,"Friday",2016,"Philadelphia, PA",522,148,0.22089552238806
