"","date","topic","city_state","smoothed_mean_within_day","year"
"3584",2015-09-21,"Weather","Philadelphia, PA",8.39145030547832,2015
"3585",2015-09-22,"Politics","New York, NY",4.34893069954759,2015
"3586",2015-09-22,"Politics","Philadelphia, PA",4.34893069954759,2015
"3587",2015-09-22,"National Politics","New York, NY",1.82605412319565,2015
"3588",2015-09-22,"National Politics","Philadelphia, PA",1.82605412319565,2015
"3589",2015-09-22,"Local Politics","New York, NY",2.49765055431503,2015
"3590",2015-09-22,"Local Politics","Philadelphia, PA",2.49765055431503,2015
"3591",2015-09-22,"Crime","New York, NY",6.12768550908354,2015
"3592",2015-09-22,"Crime","Philadelphia, PA",6.12768550908354,2015
"3593",2015-09-22,"Disaster","New York, NY",3.94056899586879,2015
"3594",2015-09-22,"Disaster","Philadelphia, PA",3.94056899586879,2015
"3595",2015-09-22,"Sports","New York, NY",4.18871823048237,2015
"3596",2015-09-22,"Sports","Philadelphia, PA",4.18871823048237,2015
"3597",2015-09-22,"Weather","New York, NY",8.43870339079591,2015
"3598",2015-09-22,"Weather","Philadelphia, PA",8.43870339079591,2015
"3599",2015-09-23,"Politics","New York, NY",4.36671219685106,2015
"3600",2015-09-23,"Politics","Philadelphia, PA",4.36671219685106,2015
"3601",2015-09-23,"National Politics","New York, NY",1.82887280511267,2015
"3602",2015-09-23,"National Politics","Philadelphia, PA",1.82887280511267,2015
"3603",2015-09-23,"Local Politics","New York, NY",2.50543700207967,2015
"3604",2015-09-23,"Local Politics","Philadelphia, PA",2.50543700207967,2015
"3605",2015-09-23,"Crime","New York, NY",6.18883819148431,2015
"3606",2015-09-23,"Crime","Philadelphia, PA",6.18883819148431,2015
"3607",2015-09-23,"Disaster","New York, NY",3.96015852248212,2015
"3608",2015-09-23,"Disaster","Philadelphia, PA",3.96015852248212,2015
"3609",2015-09-23,"Sports","New York, NY",4.17971261825516,2015
"3610",2015-09-23,"Sports","Philadelphia, PA",4.17971261825516,2015
"3611",2015-09-23,"Weather","New York, NY",8.48905725911391,2015
"3612",2015-09-23,"Weather","Philadelphia, PA",8.48905725911391,2015
"3613",2015-09-24,"Politics","New York, NY",4.38547203653612,2015
"3614",2015-09-24,"Politics","Philadelphia, PA",4.38547203653612,2015
"3615",2015-09-24,"National Politics","New York, NY",1.83218011669693,2015
"3616",2015-09-24,"National Politics","Philadelphia, PA",1.83218011669693,2015
"3617",2015-09-24,"Local Politics","New York, NY",2.5140789404089,2015
"3618",2015-09-24,"Local Politics","Philadelphia, PA",2.5140789404089,2015
"3619",2015-09-24,"Crime","New York, NY",6.25825515839849,2015
"3620",2015-09-24,"Crime","Philadelphia, PA",6.25825515839849,2015
"3621",2015-09-24,"Disaster","New York, NY",3.98246521189224,2015
"3622",2015-09-24,"Disaster","Philadelphia, PA",3.98246521189224,2015
"3623",2015-09-24,"Sports","New York, NY",4.17048617037145,2015
"3624",2015-09-24,"Sports","Philadelphia, PA",4.17048617037145,2015
"3625",2015-09-24,"Weather","New York, NY",8.54074721159435,2015
"3626",2015-09-24,"Weather","Philadelphia, PA",8.54074721159435,2015
"3627",2015-09-25,"Politics","New York, NY",4.40491176367247,2015
"3628",2015-09-25,"Politics","Philadelphia, PA",4.40491176367247,2015
"3629",2015-09-25,"National Politics","New York, NY",1.83601990107832,2015
"3630",2015-09-25,"National Politics","Philadelphia, PA",1.83601990107832,2015
"3631",2015-09-25,"Local Politics","New York, NY",2.52339076824618,2015
"3632",2015-09-25,"Local Politics","Philadelphia, PA",2.52339076824618,2015
"3633",2015-09-25,"Crime","New York, NY",6.33384811747246,2015
"3634",2015-09-25,"Crime","Philadelphia, PA",6.33384811747246,2015
"3635",2015-09-25,"Disaster","New York, NY",4.00658768667739,2015
"3636",2015-09-25,"Disaster","Philadelphia, PA",4.00658768667739,2015
"3637",2015-09-25,"Sports","New York, NY",4.16215049125879,2015
"3638",2015-09-25,"Sports","Philadelphia, PA",4.16215049125879,2015
"3639",2015-09-25,"Weather","New York, NY",8.59200854939927,2015
"3640",2015-09-25,"Weather","Philadelphia, PA",8.59200854939927,2015
"3641",2015-09-26,"Politics","New York, NY",4.42473292332985,2015
"3642",2015-09-26,"Politics","Philadelphia, PA",4.42473292332985,2015
"3643",2015-09-26,"National Politics","New York, NY",1.84043600138668,2015
"3644",2015-09-26,"National Politics","Philadelphia, PA",1.84043600138668,2015
"3645",2015-09-26,"Local Politics","New York, NY",2.53318688453498,2015
"3646",2015-09-26,"Local Politics","Philadelphia, PA",2.53318688453498,2015
"3647",2015-09-26,"Crime","New York, NY",6.4135287763526,2015
"3648",2015-09-26,"Crime","Philadelphia, PA",6.4135287763526,2015
"3649",2015-09-26,"Disaster","New York, NY",4.03162456941579,2015
"3650",2015-09-26,"Disaster","Philadelphia, PA",4.03162456941579,2015
"3651",2015-09-26,"Sports","New York, NY",4.15581718534478,2015
"3652",2015-09-26,"Sports","Philadelphia, PA",4.15581718534478,2015
"3653",2015-09-26,"Weather","New York, NY",8.64107657369072,2015
"3654",2015-09-26,"Weather","Philadelphia, PA",8.64107657369072,2015
"3655",2015-09-27,"Politics","New York, NY",4.44463706057799,2015
"3656",2015-09-27,"Politics","Philadelphia, PA",4.44463706057799,2015
"3657",2015-09-27,"National Politics","New York, NY",1.8454722607519,2015
"3658",2015-09-27,"National Politics","Philadelphia, PA",1.8454722607519,2015
"3659",2015-09-27,"Local Politics","New York, NY",2.54328168821878,2015
"3660",2015-09-27,"Local Politics","Philadelphia, PA",2.54328168821878,2015
"3661",2015-09-27,"Crime","New York, NY",6.49520884268531,2015
"3662",2015-09-27,"Crime","Philadelphia, PA",6.49520884268531,2015
"3663",2015-09-27,"Disaster","New York, NY",4.05667448268567,2015
"3664",2015-09-27,"Disaster","Philadelphia, PA",4.05667448268567,2015
"3665",2015-09-27,"Sports","New York, NY",4.15259785705697,2015
"3666",2015-09-27,"Sports","Philadelphia, PA",4.15259785705697,2015
"3667",2015-09-27,"Weather","New York, NY",8.68618658563072,2015
"3668",2015-09-27,"Weather","Philadelphia, PA",8.68618658563072,2015
"3669",2015-09-28,"Politics","New York, NY",4.46432572048661,2015
"3670",2015-09-28,"Politics","Philadelphia, PA",4.46432572048661,2015
"3671",2015-09-28,"National Politics","New York, NY",1.85117252230383,2015
"3672",2015-09-28,"National Politics","Philadelphia, PA",1.85117252230383,2015
"3673",2015-09-28,"Local Politics","New York, NY",2.55348957824102,2015
"3674",2015-09-28,"Local Politics","Philadelphia, PA",2.55348957824102,2015
"3675",2015-09-28,"Crime","New York, NY",6.57680002411696,2015
"3676",2015-09-28,"Crime","Philadelphia, PA",6.57680002411696,2015
"3677",2015-09-28,"Disaster","New York, NY",4.08083604906527,2015
"3678",2015-09-28,"Disaster","Philadelphia, PA",4.08083604906527,2015
"3679",2015-09-28,"Sports","New York, NY",4.15360411082295,2015
"3680",2015-09-28,"Sports","Philadelphia, PA",4.15360411082295,2015
"3681",2015-09-28,"Weather","New York, NY",8.72557388638131,2015
"3682",2015-09-28,"Weather","Philadelphia, PA",8.72557388638131,2015
"3683",2015-09-29,"Politics","New York, NY",4.48350044812544,2015
"3684",2015-09-29,"Politics","Philadelphia, PA",4.48350044812544,2015
"3685",2015-09-29,"National Politics","New York, NY",1.85758062917234,2015
"3686",2015-09-29,"National Politics","Philadelphia, PA",1.85758062917234,2015
"3687",2015-09-29,"Local Politics","New York, NY",2.56362495354519,2015
"3688",2015-09-29,"Local Politics","Philadelphia, PA",2.56362495354519,2015
"3689",2015-09-29,"Crime","New York, NY",6.65621402829396,2015
"3690",2015-09-29,"Crime","Philadelphia, PA",6.65621402829396,2015
"3691",2015-09-29,"Disaster","New York, NY",4.1032078911328,2015
"3692",2015-09-29,"Disaster","Philadelphia, PA",4.1032078911328,2015
"3693",2015-09-29,"Sports","New York, NY",4.1599475510703,2015
"3694",2015-09-29,"Sports","Philadelphia, PA",4.1599475510703,2015
"3695",2015-09-29,"Weather","New York, NY",8.75747377710453,2015
"3696",2015-09-29,"Weather","Philadelphia, PA",8.75747377710453,2015
"3697",2015-09-30,"Politics","New York, NY",4.5018627885642,2015
"3698",2015-09-30,"Politics","Philadelphia, PA",4.5018627885642,2015
"3699",2015-09-30,"National Politics","New York, NY",1.8647404244873,2015
"3700",2015-09-30,"National Politics","Philadelphia, PA",1.8647404244873,2015
"3701",2015-09-30,"Local Politics","New York, NY",2.57350221307474,2015
"3702",2015-09-30,"Local Politics","Philadelphia, PA",2.57350221307474,2015
"3703",2015-09-30,"Crime","New York, NY",6.73136256286267,2015
"3704",2015-09-30,"Crime","Philadelphia, PA",6.73136256286267,2015
"3705",2015-09-30,"Disaster","New York, NY",4.1228886314665,2015
"3706",2015-09-30,"Disaster","Philadelphia, PA",4.1228886314665,2015
"3707",2015-09-30,"Sports","New York, NY",4.17273978222658,2015
"3708",2015-09-30,"Sports","Philadelphia, PA",4.17273978222658,2015
"3709",2015-09-30,"Weather","New York, NY",8.78012155896242,2015
"3710",2015-09-30,"Weather","Philadelphia, PA",8.78012155896242,2015
"3711",2015-10-01,"Politics","New York, NY",4.51911428687263,2015
"3712",2015-10-01,"Politics","Philadelphia, PA",4.51911428687263,2015
"3713",2015-10-01,"National Politics","New York, NY",1.87269575137857,2015
"3714",2015-10-01,"National Politics","Philadelphia, PA",1.87269575137857,2015
"3715",2015-10-01,"Local Politics","New York, NY",2.58293575577313,2015
"3716",2015-10-01,"Local Politics","Philadelphia, PA",2.58293575577313,2015
"3717",2015-10-01,"Crime","New York, NY",6.8001573354695,2015
"3718",2015-10-01,"Crime","Philadelphia, PA",6.8001573354695,2015
"3719",2015-10-01,"Disaster","New York, NY",4.1389768926446,2015
"3720",2015-10-01,"Disaster","Philadelphia, PA",4.1389768926446,2015
"3721",2015-10-01,"Sports","New York, NY",4.19309240871937,2015
"3722",2015-10-01,"Sports","Philadelphia, PA",4.19309240871937,2015
"3723",2015-10-01,"Weather","New York, NY",8.79175253311701,2015
"3724",2015-10-01,"Weather","Philadelphia, PA",8.79175253311701,2015
"3725",2015-10-02,"Politics","Boston, MA",4.53722090343763,2015
"3726",2015-10-02,"Politics","New York, NY",4.53722090343763,2015
"3727",2015-10-02,"Politics","Philadelphia, PA",4.53722090343763,2015
"3728",2015-10-02,"National Politics","Boston, MA",1.88384864140179,2015
"3729",2015-10-02,"National Politics","New York, NY",1.88384864140179,2015
"3730",2015-10-02,"National Politics","Philadelphia, PA",1.88384864140179,2015
"3731",2015-10-02,"Local Politics","Boston, MA",2.59300725396468,2015
"3732",2015-10-02,"Local Politics","New York, NY",2.59300725396468,2015
"3733",2015-10-02,"Local Politics","Philadelphia, PA",2.59300725396468,2015
"3734",2015-10-02,"Crime","Boston, MA",6.8775182439527,2015
"3735",2015-10-02,"Crime","New York, NY",6.8775182439527,2015
"3736",2015-10-02,"Crime","Philadelphia, PA",6.8775182439527,2015
"3737",2015-10-02,"Disaster","Boston, MA",4.15725220787124,2015
"3738",2015-10-02,"Disaster","New York, NY",4.15725220787124,2015
"3739",2015-10-02,"Disaster","Philadelphia, PA",4.15725220787124,2015
"3740",2015-10-02,"Sports","Boston, MA",4.22661743645533,2015
"3741",2015-10-02,"Sports","New York, NY",4.22661743645533,2015
"3742",2015-10-02,"Sports","Philadelphia, PA",4.22661743645533,2015
"3743",2015-10-02,"Weather","Boston, MA",8.7975469374586,2015
"3744",2015-10-02,"Weather","New York, NY",8.7975469374586,2015
"3745",2015-10-02,"Weather","Philadelphia, PA",8.7975469374586,2015
"3746",2015-10-03,"Politics","Boston, MA",4.55798364099437,2015
"3747",2015-10-03,"Politics","New York, NY",4.55798364099437,2015
"3748",2015-10-03,"Politics","Philadelphia, PA",4.55798364099437,2015
"3749",2015-10-03,"National Politics","Boston, MA",1.89986448755218,2015
"3750",2015-10-03,"National Politics","New York, NY",1.89986448755218,2015
"3751",2015-10-03,"National Politics","Philadelphia, PA",1.89986448755218,2015
"3752",2015-10-03,"Local Politics","Boston, MA",2.60477592932836,2015
"3753",2015-10-03,"Local Politics","New York, NY",2.60477592932836,2015
"3754",2015-10-03,"Local Politics","Philadelphia, PA",2.60477592932836,2015
"3755",2015-10-03,"Crime","Boston, MA",6.97678310378971,2015
"3756",2015-10-03,"Crime","New York, NY",6.97678310378971,2015
"3757",2015-10-03,"Crime","Philadelphia, PA",6.97678310378971,2015
"3758",2015-10-03,"Disaster","Boston, MA",4.18312896154748,2015
"3759",2015-10-03,"Disaster","New York, NY",4.18312896154748,2015
"3760",2015-10-03,"Disaster","Philadelphia, PA",4.18312896154748,2015
"3761",2015-10-03,"Sports","Boston, MA",4.27605514224696,2015
"3762",2015-10-03,"Sports","New York, NY",4.27605514224696,2015
"3763",2015-10-03,"Sports","Philadelphia, PA",4.27605514224696,2015
"3764",2015-10-03,"Weather","Boston, MA",8.80346580412907,2015
"3765",2015-10-03,"Weather","New York, NY",8.80346580412907,2015
"3766",2015-10-03,"Weather","Philadelphia, PA",8.80346580412907,2015
"3767",2015-10-04,"Politics","Boston, MA",4.58085660813494,2015
"3768",2015-10-04,"Politics","New York, NY",4.58085660813494,2015
"3769",2015-10-04,"Politics","Philadelphia, PA",4.58085660813494,2015
"3770",2015-10-04,"National Politics","Boston, MA",1.91968217511903,2015
"3771",2015-10-04,"National Politics","New York, NY",1.91968217511903,2015
"3772",2015-10-04,"National Politics","Philadelphia, PA",1.91968217511903,2015
"3773",2015-10-04,"Local Politics","Boston, MA",2.61802250483967,2015
"3774",2015-10-04,"Local Politics","New York, NY",2.61802250483967,2015
"3775",2015-10-04,"Local Politics","Philadelphia, PA",2.61802250483967,2015
"3776",2015-10-04,"Crime","Boston, MA",7.09349049908572,2015
"3777",2015-10-04,"Crime","New York, NY",7.09349049908572,2015
"3778",2015-10-04,"Crime","Philadelphia, PA",7.09349049908572,2015
"3779",2015-10-04,"Disaster","Boston, MA",4.21515805304686,2015
"3780",2015-10-04,"Disaster","New York, NY",4.21515805304686,2015
"3781",2015-10-04,"Disaster","Philadelphia, PA",4.21515805304686,2015
"3782",2015-10-04,"Sports","Boston, MA",4.33820953688064,2015
"3783",2015-10-04,"Sports","New York, NY",4.33820953688064,2015
"3784",2015-10-04,"Sports","Philadelphia, PA",4.33820953688064,2015
"3785",2015-10-04,"Weather","Boston, MA",8.80891562566782,2015
"3786",2015-10-04,"Weather","New York, NY",8.80891562566782,2015
"3787",2015-10-04,"Weather","Philadelphia, PA",8.80891562566782,2015
"3788",2015-10-05,"Politics","Boston, MA",4.60529391345148,2015
"3789",2015-10-05,"Politics","New York, NY",4.60529391345148,2015
"3790",2015-10-05,"Politics","Philadelphia, PA",4.60529391345148,2015
"3791",2015-10-05,"National Politics","Boston, MA",1.94224058939161,2015
"3792",2015-10-05,"National Politics","New York, NY",1.94224058939161,2015
"3793",2015-10-05,"National Politics","Philadelphia, PA",1.94224058939161,2015
"3794",2015-10-05,"Local Politics","Boston, MA",2.63252770347411,2015
"3795",2015-10-05,"Local Politics","New York, NY",2.63252770347411,2015
"3796",2015-10-05,"Local Politics","Philadelphia, PA",2.63252770347411,2015
"3797",2015-10-05,"Crime","Boston, MA",7.22317901394589,2015
"3798",2015-10-05,"Crime","New York, NY",7.22317901394589,2015
"3799",2015-10-05,"Crime","Philadelphia, PA",7.22317901394589,2015
"3800",2015-10-05,"Disaster","Boston, MA",4.25189038174295,2015
"3801",2015-10-05,"Disaster","New York, NY",4.25189038174295,2015
"3802",2015-10-05,"Disaster","Philadelphia, PA",4.25189038174295,2015
"3803",2015-10-05,"Sports","Boston, MA",4.40988463114272,2015
"3804",2015-10-05,"Sports","New York, NY",4.40988463114272,2015
"3805",2015-10-05,"Sports","Philadelphia, PA",4.40988463114272,2015
"3806",2015-10-05,"Weather","Boston, MA",8.81330289461424,2015
"3807",2015-10-05,"Weather","New York, NY",8.81330289461424,2015
"3808",2015-10-05,"Weather","Philadelphia, PA",8.81330289461424,2015
"3809",2015-10-06,"Politics","Boston, MA",4.63074966553608,2015
"3810",2015-10-06,"Politics","New York, NY",4.63074966553608,2015
"3811",2015-10-06,"Politics","Philadelphia, PA",4.63074966553608,2015
"3812",2015-10-06,"National Politics","Boston, MA",1.96647861565919,2015
"3813",2015-10-06,"National Politics","New York, NY",1.96647861565919,2015
"3814",2015-10-06,"National Politics","Philadelphia, PA",1.96647861565919,2015
"3815",2015-10-06,"Local Politics","Boston, MA",2.64807224820716,2015
"3816",2015-10-06,"Local Politics","New York, NY",2.64807224820716,2015
"3817",2015-10-06,"Local Politics","Philadelphia, PA",2.64807224820716,2015
"3818",2015-10-06,"Crime","Boston, MA",7.36138723247539,2015
"3819",2015-10-06,"Crime","New York, NY",7.36138723247539,2015
"3820",2015-10-06,"Crime","Philadelphia, PA",7.36138723247539,2015
"3821",2015-10-06,"Disaster","Boston, MA",4.2918768470093,2015
"3822",2015-10-06,"Disaster","New York, NY",4.2918768470093,2015
"3823",2015-10-06,"Disaster","Philadelphia, PA",4.2918768470093,2015
"3824",2015-10-06,"Sports","Boston, MA",4.48788443581954,2015
"3825",2015-10-06,"Sports","New York, NY",4.48788443581954,2015
"3826",2015-10-06,"Sports","Philadelphia, PA",4.48788443581954,2015
"3827",2015-10-06,"Weather","Boston, MA",8.81603410350773,2015
"3828",2015-10-06,"Weather","New York, NY",8.81603410350773,2015
"3829",2015-10-06,"Weather","Philadelphia, PA",8.81603410350773,2015
"3830",2015-10-07,"Politics","Boston, MA",4.65667797298087,2015
"3831",2015-10-07,"Politics","New York, NY",4.65667797298087,2015
"3832",2015-10-07,"Politics","Philadelphia, PA",4.65667797298087,2015
"3833",2015-10-07,"National Politics","Boston, MA",1.99133513921104,2015
"3834",2015-10-07,"National Politics","New York, NY",1.99133513921104,2015
"3835",2015-10-07,"National Politics","Philadelphia, PA",1.99133513921104,2015
"3836",2015-10-07,"Local Politics","Boston, MA",2.66443686201433,2015
"3837",2015-10-07,"Local Politics","New York, NY",2.66443686201433,2015
"3838",2015-10-07,"Local Politics","Philadelphia, PA",2.66443686201433,2015
"3839",2015-10-07,"Crime","Boston, MA",7.5036537387794,2015
"3840",2015-10-07,"Crime","New York, NY",7.5036537387794,2015
"3841",2015-10-07,"Crime","Philadelphia, PA",7.5036537387794,2015
"3842",2015-10-07,"Disaster","Boston, MA",4.33366834821948,2015
"3843",2015-10-07,"Disaster","New York, NY",4.33366834821948,2015
"3844",2015-10-07,"Disaster","Philadelphia, PA",4.33366834821948,2015
"3845",2015-10-07,"Sports","Boston, MA",4.56901296169748,2015
"3846",2015-10-07,"Sports","New York, NY",4.56901296169748,2015
"3847",2015-10-07,"Sports","Philadelphia, PA",4.56901296169748,2015
"3848",2015-10-07,"Weather","Boston, MA",8.81651574488769,2015
"3849",2015-10-07,"Weather","New York, NY",8.81651574488769,2015
"3850",2015-10-07,"Weather","Philadelphia, PA",8.81651574488769,2015
"3851",2015-10-08,"Politics","Boston, MA",4.68253294437794,2015
"3852",2015-10-08,"Politics","New York, NY",4.68253294437794,2015
"3853",2015-10-08,"Politics","Philadelphia, PA",4.68253294437794,2015
"3854",2015-10-08,"National Politics","Boston, MA",2.01574904533644,2015
"3855",2015-10-08,"National Politics","New York, NY",2.01574904533644,2015
"3856",2015-10-08,"National Politics","Philadelphia, PA",2.01574904533644,2015
"3857",2015-10-08,"Local Politics","Boston, MA",2.68140226787112,2015
"3858",2015-10-08,"Local Politics","New York, NY",2.68140226787112,2015
"3859",2015-10-08,"Local Politics","Philadelphia, PA",2.68140226787112,2015
"3860",2015-10-08,"Crime","Boston, MA",7.64551711696308,2015
"3861",2015-10-08,"Crime","New York, NY",7.64551711696308,2015
"3862",2015-10-08,"Crime","Philadelphia, PA",7.64551711696308,2015
"3863",2015-10-08,"Disaster","Boston, MA",4.37581578474705,2015
"3864",2015-10-08,"Disaster","New York, NY",4.37581578474705,2015
"3865",2015-10-08,"Disaster","Philadelphia, PA",4.37581578474705,2015
"3866",2015-10-08,"Sports","Boston, MA",4.65007421956288,2015
"3867",2015-10-08,"Sports","New York, NY",4.65007421956288,2015
"3868",2015-10-08,"Sports","Philadelphia, PA",4.65007421956288,2015
"3869",2015-10-08,"Weather","Boston, MA",8.81415431129351,2015
"3870",2015-10-08,"Weather","New York, NY",8.81415431129351,2015
"3871",2015-10-08,"Weather","Philadelphia, PA",8.81415431129351,2015
"3872",2015-10-09,"Politics","Boston, MA",4.70776868831943,2015
"3873",2015-10-09,"Politics","New York, NY",4.70776868831943,2015
"3874",2015-10-09,"Politics","Philadelphia, PA",4.70776868831943,2015
"3875",2015-10-09,"National Politics","Boston, MA",2.03865921932466,2015
"3876",2015-10-09,"National Politics","New York, NY",2.03865921932466,2015
"3877",2015-10-09,"National Politics","Philadelphia, PA",2.03865921932466,2015
"3878",2015-10-09,"Local Politics","Boston, MA",2.69874918875301,2015
"3879",2015-10-09,"Local Politics","New York, NY",2.69874918875301,2015
"3880",2015-10-09,"Local Politics","Philadelphia, PA",2.69874918875301,2015
"3881",2015-10-09,"Crime","Boston, MA",7.7825159511316,2015
"3882",2015-10-09,"Crime","New York, NY",7.7825159511316,2015
"3883",2015-10-09,"Crime","Philadelphia, PA",7.7825159511316,2015
"3884",2015-10-09,"Disaster","Boston, MA",4.41687005596556,2015
"3885",2015-10-09,"Disaster","New York, NY",4.41687005596556,2015
"3886",2015-10-09,"Disaster","Philadelphia, PA",4.41687005596556,2015
"3887",2015-10-09,"Sports","Boston, MA",4.7278722202021,2015
"3888",2015-10-09,"Sports","New York, NY",4.7278722202021,2015
"3889",2015-10-09,"Sports","Philadelphia, PA",4.7278722202021,2015
"3890",2015-10-09,"Weather","Boston, MA",8.80835629526458,2015
"3891",2015-10-09,"Weather","New York, NY",8.80835629526458,2015
"3892",2015-10-09,"Weather","Philadelphia, PA",8.80835629526458,2015
"3893",2015-10-10,"Politics","Boston, MA",4.73183931339743,2015
"3894",2015-10-10,"Politics","New York, NY",4.73183931339743,2015
"3895",2015-10-10,"Politics","Philadelphia, PA",4.73183931339743,2015
"3896",2015-10-10,"National Politics","Boston, MA",2.05900454646498,2015
"3897",2015-10-10,"National Politics","New York, NY",2.05900454646498,2015
"3898",2015-10-10,"National Politics","Philadelphia, PA",2.05900454646498,2015
"3899",2015-10-10,"Local Politics","Boston, MA",2.71625834763551,2015
"3900",2015-10-10,"Local Politics","New York, NY",2.71625834763551,2015
"3901",2015-10-10,"Local Politics","Philadelphia, PA",2.71625834763551,2015
"3902",2015-10-10,"Crime","Boston, MA",7.91018882539015,2015
"3903",2015-10-10,"Crime","New York, NY",7.91018882539015,2015
"3904",2015-10-10,"Crime","Philadelphia, PA",7.91018882539015,2015
"3905",2015-10-10,"Disaster","Boston, MA",4.45538206124857,2015
"3906",2015-10-10,"Disaster","New York, NY",4.45538206124857,2015
"3907",2015-10-10,"Disaster","Philadelphia, PA",4.45538206124857,2015
"3908",2015-10-10,"Sports","Boston, MA",4.7992109744015,2015
"3909",2015-10-10,"Sports","New York, NY",4.7992109744015,2015
"3910",2015-10-10,"Sports","Philadelphia, PA",4.7992109744015,2015
"3911",2015-10-10,"Weather","Boston, MA",8.7985281893403,2015
"3912",2015-10-10,"Weather","New York, NY",8.7985281893403,2015
"3913",2015-10-10,"Weather","Philadelphia, PA",8.7985281893403,2015
"3914",2015-10-11,"Politics","Boston, MA",4.75419892820406,2015
"3915",2015-10-11,"Politics","New York, NY",4.75419892820406,2015
"3916",2015-10-11,"Politics","Philadelphia, PA",4.75419892820406,2015
"3917",2015-10-11,"National Politics","Boston, MA",2.07572391204667,2015
"3918",2015-10-11,"National Politics","New York, NY",2.07572391204667,2015
"3919",2015-10-11,"National Politics","Philadelphia, PA",2.07572391204667,2015
"3920",2015-10-11,"Local Politics","Boston, MA",2.73371046749411,2015
"3921",2015-10-11,"Local Politics","New York, NY",2.73371046749411,2015
"3922",2015-10-11,"Local Politics","Philadelphia, PA",2.73371046749411,2015
"3923",2015-10-11,"Crime","Boston, MA",8.02407432384387,2015
"3924",2015-10-11,"Crime","New York, NY",8.02407432384387,2015
"3925",2015-10-11,"Crime","Philadelphia, PA",8.02407432384387,2015
"3926",2015-10-11,"Disaster","Boston, MA",4.48990269996965,2015
"3927",2015-10-11,"Disaster","New York, NY",4.48990269996965,2015
"3928",2015-10-11,"Disaster","Philadelphia, PA",4.48990269996965,2015
"3929",2015-10-11,"Sports","Boston, MA",4.86089449294743,2015
"3930",2015-10-11,"Sports","New York, NY",4.86089449294743,2015
"3931",2015-10-11,"Sports","Philadelphia, PA",4.86089449294743,2015
"3932",2015-10-11,"Weather","Boston, MA",8.78407648606007,2015
"3933",2015-10-11,"Weather","New York, NY",8.78407648606007,2015
"3934",2015-10-11,"Weather","Philadelphia, PA",8.78407648606007,2015
"3935",2015-10-12,"Politics","Boston, MA",4.77430164133143,2015
"3936",2015-10-12,"Politics","New York, NY",4.77430164133143,2015
"3937",2015-10-12,"Politics","Philadelphia, PA",4.77430164133143,2015
"3938",2015-10-12,"National Politics","Boston, MA",2.087756201359,2015
"3939",2015-10-12,"National Politics","New York, NY",2.087756201359,2015
"3940",2015-10-12,"National Politics","Philadelphia, PA",2.087756201359,2015
"3941",2015-10-12,"Local Politics","Boston, MA",2.7508862713043,2015
"3942",2015-10-12,"Local Politics","New York, NY",2.7508862713043,2015
"3943",2015-10-12,"Local Politics","Philadelphia, PA",2.7508862713043,2015
"3944",2015-10-12,"Crime","Boston, MA",8.11971103059796,2015
"3945",2015-10-12,"Crime","New York, NY",8.11971103059796,2015
"3946",2015-10-12,"Crime","Philadelphia, PA",8.11971103059796,2015
"3947",2015-10-12,"Disaster","Boston, MA",4.51898287150235,2015
"3948",2015-10-12,"Disaster","New York, NY",4.51898287150235,2015
"3949",2015-10-12,"Disaster","Philadelphia, PA",4.51898287150235,2015
"3950",2015-10-12,"Sports","Boston, MA",4.90972678662626,2015
"3951",2015-10-12,"Sports","New York, NY",4.90972678662626,2015
"3952",2015-10-12,"Sports","Philadelphia, PA",4.90972678662626,2015
"3953",2015-10-12,"Weather","Boston, MA",8.76440767796329,2015
"3954",2015-10-12,"Weather","New York, NY",8.76440767796329,2015
"3955",2015-10-12,"Weather","Philadelphia, PA",8.76440767796329,2015
"3956",2015-10-13,"Politics","Boston, MA",4.79586035363832,2015
"3957",2015-10-13,"Politics","New York, NY",4.79586035363832,2015
"3958",2015-10-13,"Politics","Philadelphia, PA",4.79586035363832,2015
"3959",2015-10-13,"National Politics","Boston, MA",2.10003469543669,2015
"3960",2015-10-13,"National Politics","New York, NY",2.10003469543669,2015
"3961",2015-10-13,"National Politics","Philadelphia, PA",2.10003469543669,2015
"3962",2015-10-13,"Local Politics","Boston, MA",2.76953420864662,2015
"3963",2015-10-13,"Local Politics","New York, NY",2.76953420864662,2015
"3964",2015-10-13,"Local Politics","Philadelphia, PA",2.76953420864662,2015
"3965",2015-10-13,"Crime","Boston, MA",8.20221251861701,2015
"3966",2015-10-13,"Crime","New York, NY",8.20221251861701,2015
"3967",2015-10-13,"Crime","Philadelphia, PA",8.20221251861701,2015
"3968",2015-10-13,"Disaster","Boston, MA",4.54738425266092,2015
"3969",2015-10-13,"Disaster","New York, NY",4.54738425266092,2015
"3970",2015-10-13,"Disaster","Philadelphia, PA",4.54738425266092,2015
"3971",2015-10-13,"Sports","Boston, MA",4.96686819695402,2015
"3972",2015-10-13,"Sports","New York, NY",4.96686819695402,2015
"3973",2015-10-13,"Sports","Philadelphia, PA",4.96686819695402,2015
"3974",2015-10-13,"Weather","Boston, MA",8.726321653227,2015
"3975",2015-10-13,"Weather","New York, NY",8.726321653227,2015
"3976",2015-10-13,"Weather","Philadelphia, PA",8.726321653227,2015
"3977",2015-10-14,"Politics","Boston, MA",4.82201981598502,2015
"3978",2015-10-14,"Politics","New York, NY",4.82201981598502,2015
